camis,inspection_date,dba,boro,zipcode,cuisine,score,grade,action,violation_count,critical_count,failed,latitude,longitude,yelp_rating,yelp_reviews,yelp_price,yelp_category,high_rating,temp_mean,temp_max,temp_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_mean,wind_gust_mean,cloud_cover_mean,food_complaints_total,rodent_complaints,food_safety_complaints,median_household_income,total_population,white_population,inspection_year,inspection_month,inspection_dow,inspection_quarter,is_weekend,prev_score,prev_failed,inspection_count,score_trend,grade_available,has_yelp,is_first_inspection,has_history,cuisine_grouped,yelp_category_primary,white_pct,score_bucket,has_location
41289305,2024-04-08,BAGELS 'N MORE,BROOKLYN,11219,Jewish/Kosher,12.0,A,Violations were cited in the following area(s).,2,1,0,40.636943897438,-73.986513828722,0.0,0.0,,restaurants,0.0,8.908333333333333,18.0,0.9,1.0,1.0,0.0,7.966666666666666,15.583333333333334,56.708333333333336,17.0,0.0,0.0,74692.0,2679620.0,1082004.0,2024,4,0,2,0,28.0,1.0,2,-16.0,1,1,0,1,Jewish/Kosher,restaurants,0.4037900896395757,A,1
41289305,2024-12-06,BAGELS 'N MORE,BROOKLYN,11219,Jewish/Kosher,12.0,A,Violations were cited in the following area(s).,4,1,0,40.636943897438,-73.986513828722,0.0,0.0,,restaurants,0.0,-1.0541666666666667,0.2,-2.3,0.0,0.0,0.0,14.033333333333331,34.525,53.0,14.0,0.0,0.0,74692.0,2679620.0,1082004.0,2024,12,4,4,0,12.0,0.0,3,0.0,1,1,0,1,Jewish/Kosher,restaurants,0.4037900896395757,A,1
41289647,2024-05-23,BAR BOULUD,MANHATTAN,10023,French,27.0,,Violations were cited in the following area(s).,4,3,0,40.771511149198,-73.982150446461,3.5,1086.0,3.0,"french,wine_bars",0.0,22.733333333333334,27.1,19.0,3.0,3.0,0.0,8.904166666666667,18.120833333333337,81.625,18.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,5,3,2,0,-1.0,-1.0,1,0.0,0,1,1,0,Other,french,0.5121628904401145,B,1
41289750,2023-10-25,NORTH SQUARE,MANHATTAN,10011,American,5.0,A,Violations were cited in the following area(s).,1,1,0,40.732353035408,-73.998888669238,3.8,334.0,2.0,newamerican,0.0,14.291666666666666,22.0,7.8,0.0,0.0,0.0,10.904166666666669,19.254166666666663,39.291666666666664,15.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,10,2,4,0,-1.0,-1.0,1,0.0,1,1,1,0,American,newamerican,0.5121628904401145,A,1
41289750,2024-11-01,NORTH SQUARE,MANHATTAN,10011,American,6.0,A,Violations were cited in the following area(s).,3,0,0,40.732353035408,-73.998888669238,3.8,334.0,2.0,newamerican,0.0,21.083333333333332,26.6,15.1,0.3,0.3,0.0,21.3125,36.8375,47.708333333333336,13.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,11,4,4,0,5.0,0.0,2,1.0,1,1,0,1,American,newamerican,0.5121628904401145,A,1
41289876,2023-03-29,EL MONTANERO,QUEENS,11385,Latin American,31.0,,Violations were cited in the following area(s).,5,4,1,40.699938706238,-73.907829795755,3.2,89.0,2.0,"bakeries,colombian",0.0,5.3,11.0,-0.1,0.0,0.0,0.0,12.358333333333334,23.59583333333333,38.291666666666664,9.0,0.0,0.0,82431.0,2360826.0,720630.0,2023,3,2,1,0,-1.0,-1.0,1,0.0,0,1,1,0,Latin American,bakeries,0.3052448592145291,C,1
41289876,2024-01-22,EL MONTANERO,QUEENS,11385,Latin American,12.0,A,Violations were cited in the following area(s).,2,2,0,40.699938706238,-73.907829795755,3.2,89.0,2.0,"bakeries,colombian",0.0,-2.475,3.6,-6.9,0.0,0.0,0.0,12.004166666666668,21.0,47.5,7.0,0.0,0.0,82431.0,2360826.0,720630.0,2024,1,0,1,0,31.0,1.0,2,-19.0,1,1,0,1,Latin American,bakeries,0.3052448592145291,A,1
41290269,2023-04-24,BAYHOUSE,QUEENS,11422,American,10.0,A,Violations were cited in the following area(s).,3,1,0,40.637485043437,-73.745338442796,3.7,306.0,2.0,"tradamerican,desserts,chicken_wings",0.0,11.216666666666669,16.2,6.3,0.0,0.0,0.0,11.55,23.316666666666663,31.916666666666668,12.0,0.0,0.0,82431.0,2360826.0,720630.0,2023,4,0,2,0,-1.0,-1.0,1,0.0,1,1,1,0,American,tradamerican,0.3052448592145291,A,1
41290269,2024-09-18,BAYHOUSE,QUEENS,11422,American,13.0,A,Violations were cited in the following area(s).,2,2,0,40.637485043437,-73.745338442796,3.7,306.0,2.0,"tradamerican,desserts,chicken_wings",0.0,20.65,23.9,17.9,0.0,0.0,0.0,12.691666666666668,22.258333333333336,99.79166666666669,13.0,0.0,0.0,82431.0,2360826.0,720630.0,2024,9,2,3,0,10.0,0.0,2,3.0,1,1,0,1,American,tradamerican,0.3052448592145291,A,1
41290491,2023-05-23,NARUTO RAMEN,MANHATTAN,10128,Japanese,19.0,,Violations were cited in the following area(s).,4,3,0,40.781122998858,-73.952318462745,3.7,1106.0,2.0,ramen,0.0,14.529166666666669,19.5,11.1,0.0,0.0,0.0,10.658333333333331,21.46666666666667,46.083333333333336,10.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,5,1,2,0,-1.0,-1.0,1,0.0,0,1,1,0,Japanese,ramen,0.5121628904401145,B,1
41290491,2024-03-14,NARUTO RAMEN,MANHATTAN,10128,Japanese,25.0,B,Violations were cited in the following area(s).,5,3,0,40.781122998858,-73.952318462745,3.7,1106.0,2.0,ramen,0.0,11.633333333333333,21.2,4.0,0.0,0.0,0.0,8.004166666666666,14.808333333333332,56.208333333333336,18.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,3,3,1,0,19.0,0.0,2,6.0,1,1,0,1,Japanese,ramen,0.5121628904401145,B,1
41290491,2024-12-05,NARUTO RAMEN,MANHATTAN,10128,Japanese,28.0,,Violations were cited in the following area(s).,5,4,1,40.781122998858,-73.952318462745,3.7,1106.0,2.0,ramen,0.0,2.275,4.6,-0.1,3.6,2.1,1.05,18.754166666666663,44.1125,64.70833333333333,9.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,12,3,4,0,25.0,0.0,3,3.0,0,1,0,1,Japanese,ramen,0.5121628904401145,C,1
41290548,2023-06-21,STARBUCKS,MANHATTAN,10010,Coffee/Tea,5.0,A,Violations were cited in the following area(s).,1,1,0,40.741857751859,-73.9903466379,2.9,66.0,2.0,coffee,0.0,18.791666666666668,22.9,15.5,0.3,0.3,0.0,17.983333333333334,32.37083333333333,99.66666666666669,31.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,6,2,2,0,-1.0,-1.0,1,0.0,1,1,1,0,Coffee/Tea,coffee,0.5121628904401145,A,1
41290548,2024-07-22,STARBUCKS,MANHATTAN,10010,Coffee/Tea,7.0,A,Violations were cited in the following area(s).,2,0,0,40.741857751859,-73.9903466379,2.9,66.0,2.0,coffee,0.0,24.679166666666664,28.5,21.1,4.5,4.5,0.0,11.108333333333334,22.245833333333337,99.41666666666669,26.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,7,0,3,0,5.0,0.0,2,2.0,1,1,0,1,Coffee/Tea,coffee,0.5121628904401145,A,1
41291292,2023-01-06,DUO TIAN BAKERY,MANHATTAN,10002,Bakery Products/Desserts,17.0,,Violations were cited in the following area(s).,3,2,0,40.718272102307,-73.991890448984,4.0,5.0,,bakeries,1.0,6.2124999999999995,8.7,3.3,9.6,9.6,0.0,9.733333333333333,17.891666666666666,70.75,22.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,1,4,1,0,-1.0,-1.0,1,0.0,0,1,1,0,Bakery Products/Desserts,bakeries,0.5121628904401145,B,1
41291292,2023-02-17,DUO TIAN BAKERY,MANHATTAN,10002,Bakery Products/Desserts,2.0,A,Violations were cited in the following area(s).,1,0,0,40.718272102307,-73.991890448984,4.0,5.0,,bakeries,1.0,9.733333333333333,15.4,0.3,8.1,8.1,0.0,21.925,37.50833333333333,92.33333333333331,11.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,2,4,1,0,17.0,0.0,2,-15.0,1,1,0,1,Bakery Products/Desserts,bakeries,0.5121628904401145,A,1
41291292,2023-07-10,DUO TIAN BAKERY,MANHATTAN,10002,Bakery Products/Desserts,7.0,A,Violations were cited in the following area(s).,2,1,0,40.718272102307,-73.991890448984,4.0,5.0,,bakeries,1.0,24.291666666666668,28.7,21.3,1.3,1.3,0.0,9.895833333333334,19.158333333333335,77.08333333333333,17.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,7,0,3,0,2.0,0.0,3,5.0,1,1,0,1,Bakery Products/Desserts,bakeries,0.5121628904401145,A,1
41291292,2024-08-09,DUO TIAN BAKERY,MANHATTAN,10002,Bakery Products/Desserts,10.0,A,Violations were cited in the following area(s).,2,1,0,40.718272102307,-73.991890448984,4.0,5.0,,bakeries,1.0,24.829166666666666,28.5,22.1,23.7,23.7,0.0,25.28333333333333,45.56666666666666,98.95833333333331,22.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,8,4,3,0,7.0,0.0,4,3.0,1,1,0,1,Bakery Products/Desserts,bakeries,0.5121628904401145,A,1
41291319,2023-03-06,SUPER POLLO,QUEENS,11385,Latin American,7.0,A,Violations were cited in the following area(s).,2,1,0,40.702840750311,-73.902192234703,4.1,298.0,2.0,"spanish,cocktailbars,chickenshop",1.0,5.8625,10.2,1.4,0.0,0.0,0.0,15.625,28.645833333333332,44.166666666666664,14.0,0.0,0.0,82431.0,2360826.0,720630.0,2023,3,0,1,0,-1.0,-1.0,1,0.0,1,1,1,0,Latin American,spanish,0.3052448592145291,A,1
41291319,2024-07-24,SUPER POLLO,QUEENS,11385,Latin American,10.0,A,Violations were cited in the following area(s).,2,1,0,40.702840750311,-73.902192234703,4.1,298.0,2.0,"spanish,cocktailbars,chickenshop",1.0,24.59583333333333,29.5,21.2,8.799999999999999,8.799999999999999,0.0,9.133333333333333,18.25,94.66666666666669,13.0,0.0,0.0,82431.0,2360826.0,720630.0,2024,7,2,3,0,7.0,0.0,2,3.0,1,1,0,1,Latin American,spanish,0.3052448592145291,A,1
41291414,2023-10-05,DUNKIN,BROOKLYN,11204,Donuts,7.0,A,Violations were cited in the following area(s).,2,1,0,40.612868846814,-73.982441548738,2.3,47.0,1.0,"coffee,donuts",0.0,17.912499999999998,24.0,13.1,0.0,0.0,0.0,9.120833333333334,17.258333333333333,46.125,54.0,0.0,0.0,74692.0,2679620.0,1082004.0,2023,10,3,4,0,-1.0,-1.0,1,0.0,1,1,1,0,Donuts,coffee,0.4037900896395757,A,1
41291414,2024-10-11,DUNKIN,BROOKLYN,11204,Donuts,27.0,,Violations were cited in the following area(s).,5,3,0,40.612868846814,-73.982441548738,2.3,47.0,1.0,"coffee,donuts",0.0,13.541666666666666,21.1,6.4,0.0,0.0,0.0,13.483333333333334,24.233333333333334,1.0416666666666667,8.0,0.0,0.0,74692.0,2679620.0,1082004.0,2024,10,4,4,0,7.0,0.0,2,20.0,0,1,0,1,Donuts,coffee,0.4037900896395757,B,1
41291414,2024-12-06,DUNKIN,BROOKLYN,11204,Donuts,12.0,A,Violations were cited in the following area(s).,2,1,0,40.612868846814,-73.982441548738,2.3,47.0,1.0,"coffee,donuts",0.0,-1.0541666666666667,0.2,-2.3,0.0,0.0,0.0,14.033333333333331,34.525,53.0,14.0,0.0,0.0,74692.0,2679620.0,1082004.0,2024,12,4,4,0,27.0,0.0,3,-15.0,1,1,0,1,Donuts,coffee,0.4037900896395757,A,1
41291910,2023-05-25,FIVE GUYS FAMOUS BURGERS AND FRIES,MANHATTAN,10019,Hamburgers,5.0,A,Violations were cited in the following area(s).,1,1,0,40.762279485776,-73.976362739705,3.4,337.0,2.0,"burgers,hotdogs,hotdog",0.0,14.7,19.2,10.1,0.0,0.0,0.0,18.854166666666668,34.68333333333333,29.75,21.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,5,3,2,0,-1.0,-1.0,1,0.0,1,1,1,0,Hamburgers,burgers,0.5121628904401145,A,1
41291910,2024-11-26,FIVE GUYS FAMOUS BURGERS AND FRIES,MANHATTAN,10019,Hamburgers,11.0,A,Violations were cited in the following area(s).,3,1,0,40.762279485776,-73.976362739705,3.4,337.0,2.0,"burgers,hotdogs,hotdog",0.0,10.733333333333334,14.9,6.6,3.7,3.7,0.0,8.266666666666667,19.020833333333332,55.625,16.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,11,1,4,0,5.0,0.0,2,6.0,1,1,0,1,Hamburgers,burgers,0.5121628904401145,A,1
41292268,2023-03-21,T BAAR,BROOKLYN,11220,"Juice, Smoothies, Fruit Salads",34.0,,Violations were cited in the following area(s).,5,4,1,40.642049953304,-74.002713296025,3.7,63.0,1.0,"taiwanese,coffee,juicebars",0.0,7.45,15.8,-0.9,0.0,0.0,0.0,12.579166666666666,22.716666666666665,29.375,6.0,0.0,0.0,74692.0,2679620.0,1082004.0,2023,3,1,1,0,-1.0,-1.0,1,0.0,0,1,1,0,"Juice, Smoothies, Fruit Salads",taiwanese,0.4037900896395757,C,1
41292268,2023-05-09,T BAAR,BROOKLYN,11220,"Juice, Smoothies, Fruit Salads",23.0,B,Violations were cited in the following area(s).,3,3,0,40.642049953304,-74.002713296025,3.7,63.0,1.0,"taiwanese,coffee,juicebars",0.0,14.129166666666668,19.3,9.8,0.0,0.0,0.0,10.579166666666667,21.666666666666668,70.33333333333333,11.0,0.0,0.0,74692.0,2679620.0,1082004.0,2023,5,1,2,0,34.0,1.0,2,-11.0,1,1,0,1,"Juice, Smoothies, Fruit Salads",taiwanese,0.4037900896395757,B,1
41292268,2024-04-24,T BAAR,BROOKLYN,11220,"Juice, Smoothies, Fruit Salads",12.0,A,Violations were cited in the following area(s).,2,2,0,40.642049953304,-74.002713296025,3.7,63.0,1.0,"taiwanese,coffee,juicebars",0.0,13.470833333333331,21.4,8.6,1.6,1.6,0.0,14.516666666666666,27.520833333333332,55.041666666666664,9.0,0.0,0.0,74692.0,2679620.0,1082004.0,2024,4,2,2,0,23.0,0.0,3,-11.0,1,1,0,1,"Juice, Smoothies, Fruit Salads",taiwanese,0.4037900896395757,A,1
41292582,2023-04-19,TACOS PUEBLA RESTAURANT,BRONX,10453,Tex-Mex,7.0,A,Violations were cited in the following area(s).,2,1,0,40.855330309188,-73.901287523216,3.3,37.0,1.0,mexican,0.0,10.375,17.5,4.3,0.0,0.0,0.0,14.170833333333334,26.90833333333333,31.208333333333332,1.0,0.0,0.0,47036.0,1443229.0,258727.0,2023,4,2,2,0,-1.0,-1.0,1,0.0,1,1,1,0,Other,mexican,0.1792695407312353,A,1
41292582,2024-07-18,TACOS PUEBLA RESTAURANT,BRONX,10453,Tex-Mex,33.0,,Violations were cited in the following area(s).,4,3,1,40.855330309188,-73.901287523216,3.3,37.0,1.0,mexican,0.0,25.695833333333336,30.9,21.5,0.4,0.4,0.0,9.208333333333334,18.2,74.45833333333333,1.0,0.0,0.0,47036.0,1443229.0,258727.0,2024,7,3,3,0,7.0,0.0,2,26.0,0,1,0,1,Other,mexican,0.1792695407312353,C,1
41292678,2024-01-24,EL COCO,MANHATTAN,10019,Mexican,28.0,,Violations were cited in the following area(s).,5,3,1,40.766214414234,-73.98693880892,3.3,125.0,,tacos,0.0,2.8375,5.6,0.1,3.2,3.2,0.0,6.291666666666667,9.454166666666667,99.79166666666669,15.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,1,2,1,0,-1.0,-1.0,1,0.0,0,1,1,0,Mexican,tacos,0.5121628904401145,C,1
41292678,2024-12-10,EL COCO,MANHATTAN,10019,Mexican,10.0,A,Violations were cited in the following area(s).,1,1,0,40.766214414234,-73.98693880892,3.3,125.0,,tacos,0.0,8.112499999999999,11.1,5.8,2.1,2.1,0.0,7.625,16.983333333333334,100.0,21.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,12,1,4,0,28.0,1.0,2,-18.0,1,1,0,1,Mexican,tacos,0.5121628904401145,A,1
41293148,2023-10-19,DUNKIN,BROOKLYN,11209,Donuts,2.0,A,Violations were cited in the following area(s).,1,0,0,40.621894185903,-74.028731326909,3.6,26.0,1.0,"donuts,coffee",0.0,12.716666666666669,18.0,7.2,0.0,0.0,0.0,10.929166666666667,19.0,53.291666666666664,10.0,0.0,0.0,74692.0,2679620.0,1082004.0,2023,10,3,4,0,-1.0,-1.0,1,0.0,1,1,1,0,Donuts,donuts,0.4037900896395757,A,1
41293148,2024-10-16,DUNKIN,BROOKLYN,11209,Donuts,6.0,A,Violations were cited in the following area(s).,2,0,0,40.621894185903,-74.028731326909,3.6,26.0,1.0,"donuts,coffee",0.0,9.904166666666669,15.5,5.4,0.0,0.0,0.0,15.8125,27.941666666666663,19.041666666666668,5.0,0.0,0.0,74692.0,2679620.0,1082004.0,2024,10,2,4,0,2.0,0.0,2,4.0,1,1,0,1,Donuts,donuts,0.4037900896395757,A,1
41293435,2023-04-07,EMPANADAS CAFE,QUEENS,11368,Latin American,3.0,A,Violations were cited in the following area(s).,1,0,0,40.74016685898,-73.85325813082,4.3,580.0,2.0,empanadas,1.0,11.1875,13.9,6.8,0.0,0.0,0.0,16.079166666666666,27.958333333333332,98.54166666666669,8.0,0.0,0.0,82431.0,2360826.0,720630.0,2023,4,4,2,0,-1.0,-1.0,1,0.0,1,1,1,0,Latin American,empanadas,0.3052448592145291,A,1
41293435,2024-05-01,EMPANADAS CAFE,QUEENS,11368,Latin American,4.0,A,Violations were cited in the following area(s).,2,0,0,40.74016685898,-73.85325813082,4.3,580.0,2.0,empanadas,1.0,15.416666666666666,24.8,10.4,1.5,1.5,0.0,8.762500000000001,19.716666666666665,58.958333333333336,9.0,0.0,0.0,82431.0,2360826.0,720630.0,2024,5,2,2,0,3.0,0.0,2,1.0,1,1,0,1,Latin American,empanadas,0.3052448592145291,A,1
41293480,2023-03-16,CORONA PIZZA,QUEENS,11368,Pizza,9.0,,Violations were cited in the following area(s).,1,1,0,40.74374845051,-73.855159288818,3.4,78.0,1.0,"pizza,italian",0.0,5.5249999999999995,13.4,-1.3,0.0,0.0,0.0,13.541666666666666,24.879166666666663,46.916666666666664,7.0,0.0,0.0,82431.0,2360826.0,720630.0,2023,3,3,1,0,-1.0,-1.0,1,0.0,0,1,1,0,Pizza,pizza,0.3052448592145291,A,1
41293480,2024-02-15,CORONA PIZZA,QUEENS,11368,Pizza,10.0,A,Violations were cited in the following area(s).,2,1,0,40.74374845051,-73.855159288818,3.4,78.0,1.0,"pizza,italian",0.0,-1.0,2.8,-5.4,0.2,0.0,0.14,13.7625,25.5375,39.375,7.0,0.0,0.0,82431.0,2360826.0,720630.0,2024,2,3,1,0,9.0,0.0,2,1.0,1,1,0,1,Pizza,pizza,0.3052448592145291,A,1
41293744,2023-11-01,STARBUCKS,BROOKLYN,11214,Coffee/Tea,2.0,A,Violations were cited in the following area(s).,1,0,0,40.604880114267,-73.998696329062,3.0,121.0,2.0,coffee,0.0,6.729166666666667,9.8,3.5,3.5,3.5,0.0,13.433333333333332,25.054166666666664,56.583333333333336,11.0,0.0,0.0,74692.0,2679620.0,1082004.0,2023,11,2,4,0,-1.0,-1.0,1,0.0,1,1,1,0,Coffee/Tea,coffee,0.4037900896395757,A,1
41293744,2024-10-04,STARBUCKS,BROOKLYN,11214,Coffee/Tea,4.0,A,Violations were cited in the following area(s).,2,0,0,40.604880114267,-73.998696329062,3.0,121.0,2.0,coffee,0.0,17.5,23.4,12.4,0.2,0.2,0.0,9.183333333333334,17.054166666666667,86.20833333333333,18.0,0.0,0.0,74692.0,2679620.0,1082004.0,2024,10,4,4,0,2.0,0.0,2,2.0,1,1,0,1,Coffee/Tea,coffee,0.4037900896395757,A,1
41293936,2023-02-02,MOMOFUKU NOODLE BAR,MANHATTAN,10003,Asian/Asian Fusion,8.0,A,Violations were cited in the following area(s).,2,1,0,40.729096661567,-73.98420400185,3.6,4524.0,2.0,"ramen,newamerican,noodles",0.0,-0.2166666666666666,4.1,-4.4,0.0,0.0,0.0,10.354166666666666,19.195833333333333,75.375,16.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,2,3,1,0,-1.0,-1.0,1,0.0,1,1,1,0,Asian/Asian Fusion,ramen,0.5121628904401145,A,1
41293936,2024-07-02,MOMOFUKU NOODLE BAR,MANHATTAN,10003,Asian/Asian Fusion,10.0,,Violations were cited in the following area(s).,3,1,0,40.729096661567,-73.98420400185,3.6,4524.0,2.0,"ramen,newamerican,noodles",0.0,22.78333333333333,28.8,16.5,0.0,0.0,0.0,10.1625,21.283333333333335,37.458333333333336,13.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,7,1,3,0,8.0,0.0,2,2.0,0,1,0,1,Asian/Asian Fusion,ramen,0.5121628904401145,A,1
41293936,2024-10-12,MOMOFUKU NOODLE BAR,MANHATTAN,10003,Asian/Asian Fusion,0.0,,No violations were recorded at the time of this inspection.,0,0,0,40.729096661567,-73.98420400185,3.6,4524.0,2.0,"ramen,newamerican,noodles",0.0,17.508333333333333,23.1,12.3,0.0,0.0,0.0,15.616666666666667,27.816666666666663,12.958333333333334,13.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,10,5,4,1,10.0,0.0,3,-10.0,0,1,0,1,Asian/Asian Fusion,ramen,0.5121628904401145,A,1
41294647,2023-02-14,PIO PIO,MANHATTAN,10016,Peruvian,20.0,,Violations were cited in the following area(s).,3,2,0,40.745522989214,-73.97767875045,3.9,931.0,2.0,"latin,peruvian",0.0,6.2625,11.4,2.5,0.0,0.0,0.0,16.3125,28.120833333333337,18.166666666666668,20.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,2,1,1,0,-1.0,-1.0,1,0.0,0,1,1,0,Other,latin,0.5121628904401145,B,1
41294647,2023-03-07,PIO PIO,MANHATTAN,10016,Peruvian,9.0,A,Violations were cited in the following area(s).,3,1,0,40.745522989214,-73.97767875045,3.9,931.0,2.0,"latin,peruvian",0.0,3.704166666666667,7.4,1.1,2.7,0.2,1.75,21.791666666666668,38.4375,58.333333333333336,13.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,3,1,1,0,20.0,0.0,2,-11.0,1,1,0,1,Other,latin,0.5121628904401145,A,1
41294647,2024-06-24,PIO PIO,MANHATTAN,10016,Peruvian,13.0,A,Violations were cited in the following area(s).,5,1,0,40.745522989214,-73.97767875045,3.9,931.0,2.0,"latin,peruvian",0.0,25.28333333333333,27.2,22.3,0.0,0.0,0.0,26.0125,45.25833333333333,30.291666666666668,17.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,6,0,2,0,9.0,0.0,3,4.0,1,1,0,1,Other,latin,0.5121628904401145,A,1
41294887,2023-05-08,HAMPTON INN & SUITES,STATEN ISLAND,10314,Continental,10.0,A,Violations were cited in the following area(s).,2,1,0,40.612395360725,-74.175489735137,3.1,58.0,2.0,hotels,0.0,18.1625,23.7,12.9,0.0,0.0,0.0,13.529166666666669,24.241666666666664,49.958333333333336,4.0,0.0,0.0,96185.0,492925.0,326334.0,2023,5,0,2,0,-1.0,-1.0,1,0.0,1,1,1,0,Other,hotels,0.6620358066642998,A,1
41294887,2024-02-09,HAMPTON INN & SUITES,STATEN ISLAND,10314,Continental,27.0,,Violations were cited in the following area(s).,4,4,0,40.612395360725,-74.175489735137,3.1,58.0,2.0,hotels,0.0,5.2250000000000005,11.4,0.9,0.0,0.0,0.0,10.025,17.670833333333334,70.75,0.0,0.0,0.0,96185.0,492925.0,326334.0,2024,2,4,1,0,10.0,0.0,2,17.0,0,1,0,1,Other,hotels,0.6620358066642998,B,1
41294887,2024-08-02,HAMPTON INN & SUITES,STATEN ISLAND,10314,Continental,12.0,A,Violations were cited in the following area(s).,3,1,0,40.612395360725,-74.175489735137,3.1,58.0,2.0,hotels,0.0,27.275,33.0,23.7,10.0,10.0,0.0,8.608333333333333,19.225,69.16666666666667,5.0,0.0,0.0,96185.0,492925.0,326334.0,2024,8,4,3,0,27.0,0.0,3,-15.0,1,1,0,1,Other,hotels,0.6620358066642998,A,1
41294953,2024-05-09,LA COCINA DE MAMA,QUEENS,11385,Latin American,10.0,,Violations were cited in the following area(s).,2,1,0,40.712942592678,-73.906787310041,3.6,67.0,2.0,"latin,spanish,dominican",0.0,17.483333333333334,21.0,14.3,0.0,0.0,0.0,10.741666666666667,20.641666666666666,99.25,7.0,0.0,0.0,82431.0,2360826.0,720630.0,2024,5,3,2,0,-1.0,-1.0,1,0.0,0,1,1,0,Latin American,latin,0.3052448592145291,A,1
41294953,2024-08-22,LA COCINA DE MAMA,QUEENS,11385,Latin American,15.0,B,Violations were cited in the following area(s).,3,1,0,40.712942592678,-73.906787310041,3.6,67.0,2.0,"latin,spanish,dominican",0.0,18.95,24.6,12.6,0.0,0.0,0.0,11.025,20.35,15.25,9.0,0.0,0.0,82431.0,2360826.0,720630.0,2024,8,3,3,0,10.0,0.0,2,5.0,1,1,0,1,Latin American,latin,0.3052448592145291,B,1
41296144,2023-05-04,NEW JOY KITCHEN JOY TACO,QUEENS,11435,Fusion,18.0,,Violations were cited in the following area(s).,4,2,0,40.707790100632,-73.81733653797,3.8,38.0,1.0,"chinese,mexican",0.0,10.195833333333333,14.4,6.3,1.7000000000000002,1.7000000000000002,0.0,10.758333333333333,21.775,78.41666666666667,12.0,0.0,0.0,82431.0,2360826.0,720630.0,2023,5,3,2,0,-1.0,-1.0,1,0.0,0,1,1,0,Other,chinese,0.3052448592145291,B,1
41296144,2024-03-15,NEW JOY KITCHEN JOY TACO,QUEENS,11435,Fusion,4.0,A,Violations were cited in the following area(s).,2,0,0,40.707790100632,-73.81733653797,3.8,38.0,1.0,"chinese,mexican",0.0,14.9375,21.6,8.2,0.8,0.8,0.0,14.925,27.079166666666666,98.16666666666669,6.0,0.0,0.0,82431.0,2360826.0,720630.0,2024,3,4,1,0,18.0,0.0,2,-14.0,1,1,0,1,Other,chinese,0.3052448592145291,A,1
41296408,2023-11-01,BACARO,MANHATTAN,10002,Italian,9.0,A,Violations were cited in the following area(s).,2,1,0,40.714456857017,-73.991649229603,4.0,452.0,3.0,"italian,wine_bars,cocktailbars",1.0,6.729166666666667,9.8,3.5,3.5,3.5,0.0,13.433333333333332,25.054166666666664,56.583333333333336,14.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,11,2,4,0,-1.0,-1.0,1,0.0,1,1,1,0,Italian,italian,0.5121628904401145,A,1
41296533,2023-01-23,PABLO'S RESTAURANT,BROOKLYN,11226,American,56.0,C,Violations were cited in the following area(s).,6,3,1,40.634729080901,-73.962738621376,3.2,50.0,1.0,"coffee,diners",0.0,2.475,3.0,1.2,16.9,16.5,0.28,20.008333333333333,33.887499999999996,90.54166666666669,11.0,0.0,0.0,74692.0,2679620.0,1082004.0,2023,1,0,1,0,-1.0,-1.0,1,0.0,1,1,1,0,American,coffee,0.4037900896395757,C,1
41296533,2024-05-03,PABLO'S RESTAURANT,BROOKLYN,11226,American,5.0,,Violations were cited in the following area(s).,2,1,0,40.634729080901,-73.962738621376,3.2,50.0,1.0,"coffee,diners",0.0,13.570833333333333,17.2,9.8,0.0,0.0,0.0,13.370833333333332,25.90416666666667,86.20833333333333,11.0,0.0,0.0,74692.0,2679620.0,1082004.0,2024,5,4,2,0,56.0,1.0,2,-51.0,0,1,0,1,American,coffee,0.4037900896395757,A,1
41297135,2024-04-04,PLANET ROSE,MANHATTAN,10009,American,10.0,A,Violations were cited in the following area(s).,2,1,0,40.73002933614,-73.980642594564,3.6,211.0,2.0,"karaoke,lounges",0.0,5.675,9.2,3.0,9.1,9.1,0.0,19.504166666666663,36.36666666666667,92.08333333333331,24.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,4,3,2,0,-1.0,-1.0,1,0.0,1,1,1,0,American,karaoke,0.5121628904401145,A,1
