camis,inspection_date,dba,boro,zipcode,cuisine,score,grade,action,violation_count,critical_count,failed,latitude,longitude,yelp_rating,yelp_reviews,yelp_price,yelp_category,high_rating,temp_mean,temp_max,temp_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_mean,wind_gust_mean,cloud_cover_mean,food_complaints_total,rodent_complaints,food_safety_complaints,median_household_income,total_population,white_population,inspection_year,inspection_month,inspection_dow,inspection_quarter,is_weekend,prev_score,prev_failed,inspection_count,score_trend,grade_available,has_yelp,is_first_inspection,has_history,cuisine_grouped,yelp_category_primary,white_pct,score_bucket,has_location
40663950,2024-11-18,FOOD FOR THOUGHT CATERED EVENTS,MANHATTAN,10001,American,12.0,A,Violations were cited in the following area(s).,2,2,0,40.744608190809,-73.99290854481,3.3,4.0,,catering,0.0,12.458333333333334,17.9,7.6,0.0,0.0,0.0,10.391666666666667,24.608333333333334,43.125,20.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,11,0,4,0,19.0,0.0,2,-7.0,1,1,0,1,American,catering,0.5121628904401145,A,1
40664052,2023-05-04,SOHO CIGAR BAR,MANHATTAN,10013,American,10.0,A,Violations were cited in the following area(s).,2,1,0,40.723577935399,-74.004516890266,4.4,313.0,2.0,"lounges,cocktailbars,tobaccoshops",1.0,10.195833333333333,14.4,6.3,1.7000000000000002,1.7000000000000002,0.0,10.758333333333333,21.775,78.41666666666667,16.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,5,3,2,0,-1.0,-1.0,1,0.0,1,1,1,0,American,lounges,0.5121628904401145,A,1
40664052,2024-06-06,SOHO CIGAR BAR,MANHATTAN,10013,American,4.0,A,Violations were cited in the following area(s).,1,0,0,40.723577935399,-74.004516890266,4.4,313.0,2.0,"lounges,cocktailbars,tobaccoshops",1.0,23.15416666666667,27.8,19.4,40.5,40.5,0.0,12.858333333333334,27.97083333333333,79.04166666666667,12.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,6,3,2,0,10.0,0.0,2,-6.0,1,1,0,1,American,lounges,0.5121628904401145,A,1
40664304,2024-07-03,SOTTO VOCE,BROOKLYN,11215,Italian,8.0,A,Violations were cited in the following area(s).,2,1,0,40.670031075107,-73.978940569703,3.5,411.0,2.0,italian,0.0,22.775,28.1,17.2,0.0,0.0,0.0,14.720833333333331,26.65416666666667,64.375,14.0,0.0,0.0,74692.0,2679620.0,1082004.0,2024,7,2,3,0,-1.0,-1.0,1,0.0,1,1,1,0,Italian,italian,0.4037900896395757,A,1
40664744,2023-01-13,STARBUCKS,MANHATTAN,10016,Coffee/Tea,3.0,A,Violations were cited in the following area(s).,1,0,0,40.744033578087,-73.983568897664,3.2,26.0,2.0,coffee,0.0,9.2875,12.7,3.1,1.6,1.6,0.0,20.770833333333332,35.887499999999996,100.0,12.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,1,4,1,0,-1.0,-1.0,1,0.0,1,1,1,0,Coffee/Tea,coffee,0.5121628904401145,A,1
40664744,2023-10-16,STARBUCKS,MANHATTAN,10016,Coffee/Tea,2.0,A,Violations were cited in the following area(s).,1,0,0,40.744033578087,-73.983568897664,3.2,26.0,2.0,coffee,0.0,11.625,17.7,7.1,0.2,0.2,0.0,11.666666666666666,21.90416666666667,23.958333333333332,21.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,10,0,4,0,3.0,0.0,2,-1.0,1,1,0,1,Coffee/Tea,coffee,0.5121628904401145,A,1
40664744,2024-10-03,STARBUCKS,MANHATTAN,10016,Coffee/Tea,20.0,,Violations were cited in the following area(s).,5,2,0,40.744033578087,-73.983568897664,3.2,26.0,2.0,coffee,0.0,17.9375,22.4,15.1,0.1,0.1,0.0,6.6875,14.029166666666669,78.375,17.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,10,3,4,0,2.0,0.0,3,18.0,0,1,0,1,Coffee/Tea,coffee,0.5121628904401145,B,1
40665359,2023-03-14,VIC'S,MANHATTAN,10012,Italian,12.0,A,Violations were cited in the following area(s).,2,2,0,40.726953872403,-73.99298258918,4.3,651.0,3.0,"italian,cocktailbars,pizza",1.0,2.120833333333333,3.4,1.1,12.2,8.0,2.94,31.604166666666668,54.1,100.0,10.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,3,1,1,0,-1.0,-1.0,1,0.0,1,1,1,0,Italian,italian,0.5121628904401145,A,1
40666003,2024-01-16,YESHIVA UNIVERSITY - KUSHNER DINING HALL,MANHATTAN,10016,Jewish/Kosher,19.0,,Violations were cited in the following area(s).,5,1,0,40.746665152759,-73.979515344753,3.8,966.0,2.0,food_court,0.0,-2.7916666666666665,-0.9,-5.7,9.5,4.2,3.71,13.691666666666668,24.6,91.58333333333331,13.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,1,1,1,0,-1.0,-1.0,1,0.0,0,1,1,0,Jewish/Kosher,food_court,0.5121628904401145,B,1
40666003,2024-12-16,YESHIVA UNIVERSITY - KUSHNER DINING HALL,MANHATTAN,10016,Jewish/Kosher,2.0,A,Violations were cited in the following area(s).,1,0,0,40.746665152759,-73.979515344753,3.8,966.0,2.0,food_court,0.0,5.483333333333333,9.5,1.6,15.4,15.4,0.0,9.158333333333331,19.375,100.0,21.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,12,0,4,0,19.0,0.0,2,-17.0,1,1,0,1,Jewish/Kosher,food_court,0.5121628904401145,A,1
40666094,2024-01-25,MIDWAY CINEMAS,QUEENS,11375,American,7.0,A,Violations were cited in the following area(s).,2,1,0,40.721115912675,-73.843260256169,3.1,256.0,,movietheaters,0.0,8.8375,11.4,5.2,5.6,5.6,0.0,10.379166666666666,17.895833333333332,100.0,9.0,0.0,0.0,82431.0,2360826.0,720630.0,2024,1,3,1,0,-1.0,-1.0,1,0.0,1,1,1,0,American,movietheaters,0.3052448592145291,A,1
40667588,2023-03-15,DEFONTE'S SANDWICH SHOP,BROOKLYN,11231,American,34.0,,Violations were cited in the following area(s).,5,3,1,40.679005547549,-74.005584639516,4.5,532.0,2.0,sandwiches,1.0,3.275,7.1,0.9,0.0,0.0,0.0,33.09166666666667,56.94583333333333,57.041666666666664,14.0,0.0,0.0,74692.0,2679620.0,1082004.0,2023,3,2,1,0,-1.0,-1.0,1,0.0,0,1,1,0,American,sandwiches,0.4037900896395757,C,1
40667588,2023-11-13,DEFONTE'S SANDWICH SHOP,BROOKLYN,11231,American,34.0,C,Violations were cited in the following area(s).,5,4,1,40.679005547549,-74.005584639516,4.5,532.0,2.0,sandwiches,1.0,3.1625,8.9,-2.1,0.0,0.0,0.0,7.641666666666667,14.4125,21.083333333333332,13.0,0.0,0.0,74692.0,2679620.0,1082004.0,2023,11,0,4,0,34.0,1.0,2,0.0,1,1,0,1,American,sandwiches,0.4037900896395757,C,1
40667588,2024-10-29,DEFONTE'S SANDWICH SHOP,BROOKLYN,11231,American,43.0,,Violations were cited in the following area(s).,7,4,1,40.679005547549,-74.005584639516,4.5,532.0,2.0,sandwiches,1.0,12.808333333333332,17.5,6.1,1.1,1.1,0.0,12.295833333333334,22.129166666666663,67.91666666666667,14.0,0.0,0.0,74692.0,2679620.0,1082004.0,2024,10,1,4,0,34.0,1.0,3,9.0,0,1,0,1,American,sandwiches,0.4037900896395757,C,1
40667588,2024-12-27,DEFONTE'S SANDWICH SHOP,BROOKLYN,11231,American,12.0,A,Violations were cited in the following area(s).,3,2,0,40.679005547549,-74.005584639516,4.5,532.0,2.0,sandwiches,1.0,-3.845833333333333,2.0,-9.4,0.0,0.0,0.0,3.4583333333333335,8.475,59.916666666666664,22.0,0.0,0.0,74692.0,2679620.0,1082004.0,2024,12,4,4,0,43.0,1.0,4,-31.0,1,1,0,1,American,sandwiches,0.4037900896395757,A,1
40668464,2024-05-01,TURKISH CUISINE,MANHATTAN,10036,Turkish,10.0,A,Violations were cited in the following area(s).,3,0,0,40.760039135276,-73.99146661637,3.7,478.0,2.0,"turkish,mediterranean,halal",0.0,15.416666666666666,24.8,10.4,1.5,1.5,0.0,8.762500000000001,19.716666666666665,58.958333333333336,27.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,5,2,2,0,-1.0,-1.0,1,0.0,1,1,1,0,Other,turkish,0.5121628904401145,A,1
40668681,2023-04-03,CASCARINO'S,QUEENS,11357,Italian,49.0,,Violations were cited in the following area(s).,7,2,1,40.793398443298,-73.808349964522,3.6,196.0,2.0,"pizza,italian,chicken_wings",0.0,7.083333333333333,13.4,-0.2,0.0,0.0,0.0,16.216666666666665,28.745833333333337,22.791666666666668,6.0,0.0,0.0,82431.0,2360826.0,720630.0,2023,4,0,2,0,-1.0,-1.0,1,0.0,0,1,1,0,Italian,pizza,0.3052448592145291,C,1
40669394,2024-02-01,FEROZA'S ROTI BAR,BRONX,10467,Caribbean,12.0,A,Violations were cited in the following area(s).,3,1,0,40.871414964881,-73.866490452719,4.1,152.0,1.0,trinidadian,1.0,2.254166666666667,9.0,-3.4,0.6000000000000001,0.6000000000000001,0.0,10.045833333333333,17.008333333333333,66.79166666666667,8.0,0.0,0.0,47036.0,1443229.0,258727.0,2024,2,3,1,0,-1.0,-1.0,1,0.0,1,1,1,0,Caribbean,trinidadian,0.1792695407312353,A,1
40669697,2023-11-14,LE MONDE,MANHATTAN,10025,French,18.0,B,Violations were cited in the following area(s).,4,3,0,40.805569772057,-73.965684089037,3.4,710.0,3.0,"french,breakfast_brunch",0.0,6.1125,11.2,1.9,0.0,0.0,0.0,15.104166666666666,26.525,17.75,12.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,11,1,4,0,-1.0,-1.0,1,0.0,1,1,1,0,Other,french,0.5121628904401145,B,1
40669697,2024-12-16,LE MONDE,MANHATTAN,10025,French,36.0,,Violations were cited in the following area(s).,3,1,1,40.805569772057,-73.965684089037,3.4,710.0,3.0,"french,breakfast_brunch",0.0,5.483333333333333,9.5,1.6,15.4,15.4,0.0,9.158333333333331,19.375,100.0,21.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,12,0,4,0,18.0,0.0,2,18.0,0,1,0,1,Other,french,0.5121628904401145,C,1
40671821,2023-03-22,DAGAN PIZZA & DAIRY RESTAURANT,BROOKLYN,11204,Jewish/Kosher,13.0,A,Violations were cited in the following area(s).,3,1,0,40.631432200158,-73.985109878483,5.0,3.0,,restaurants,1.0,7.841666666666666,13.3,2.3,0.0,0.0,0.0,14.15,25.566666666666663,79.54166666666667,8.0,0.0,0.0,74692.0,2679620.0,1082004.0,2023,3,2,1,0,-1.0,-1.0,1,0.0,1,1,1,0,Jewish/Kosher,restaurants,0.4037900896395757,A,1
40671821,2024-06-25,DAGAN PIZZA & DAIRY RESTAURANT,BROOKLYN,11204,Jewish/Kosher,37.0,,Violations were cited in the following area(s).,6,5,1,40.631432200158,-73.985109878483,5.0,3.0,,restaurants,1.0,26.416666666666668,33.8,20.1,0.0,0.0,0.0,16.691666666666666,30.97083333333333,41.541666666666664,14.0,0.0,0.0,74692.0,2679620.0,1082004.0,2024,6,1,2,0,13.0,0.0,2,24.0,0,1,0,1,Jewish/Kosher,restaurants,0.4037900896395757,C,1
40672603,2023-01-24,FAILTE,MANHATTAN,10016,Irish,10.0,A,Violations were cited in the following area(s).,3,1,0,40.741946612866,-73.977932564941,3.6,87.0,2.0,"pubs,irish",0.0,2.35,7.8,-1.0,0.0,0.0,0.0,15.75,28.795833333333334,44.041666666666664,12.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,1,1,1,0,-1.0,-1.0,1,0.0,1,1,1,0,Other,pubs,0.5121628904401145,A,1
40672603,2024-06-27,FAILTE,MANHATTAN,10016,Irish,53.0,,Violations were cited in the following area(s).,6,4,1,40.741946612866,-73.977932564941,3.6,87.0,2.0,"pubs,irish",0.0,25.225,30.4,21.6,10.6,10.6,0.0,12.779166666666669,25.079166666666666,42.916666666666664,23.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,6,3,2,0,10.0,0.0,2,43.0,0,1,0,1,Other,pubs,0.5121628904401145,C,1
40673089,2023-03-24,SEAN OG'S IRISH PUB,QUEENS,11377,Irish,13.0,A,Violations were cited in the following area(s).,3,2,0,40.745059827543,-73.904320622438,3.7,172.0,2.0,"pubs,irish,breakfast_brunch",0.0,8.683333333333334,13.1,5.7,0.2,0.2,0.0,10.820833333333333,21.483333333333334,97.75,6.0,0.0,0.0,82431.0,2360826.0,720630.0,2023,3,4,1,0,-1.0,-1.0,1,0.0,1,1,1,0,Other,pubs,0.3052448592145291,A,1
40673089,2024-12-11,SEAN OG'S IRISH PUB,QUEENS,11377,Irish,7.0,A,Violations were cited in the following area(s).,2,1,0,40.745059827543,-73.904320622438,3.7,172.0,2.0,"pubs,irish,breakfast_brunch",0.0,12.954166666666666,16.1,5.9,34.3,34.3,0.0,16.275000000000002,37.30416666666667,100.0,9.0,0.0,0.0,82431.0,2360826.0,720630.0,2024,12,2,4,0,13.0,0.0,2,-6.0,1,1,0,1,Other,pubs,0.3052448592145291,A,1
40673117,2023-01-27,10TH AVENUE PIZZA & CAFE,MANHATTAN,10001,Pizza,18.0,,Violations were cited in the following area(s).,4,1,0,40.748818825881,-74.003334819511,3.5,41.0,1.0,"delis,pizza,cafes",0.0,2.191666666666667,6.2,-1.5,0.0,0.0,0.0,12.358333333333334,22.5625,22.125,9.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,1,4,1,0,-1.0,-1.0,1,0.0,0,1,1,0,Pizza,delis,0.5121628904401145,B,1
40673117,2023-02-18,10TH AVENUE PIZZA & CAFE,MANHATTAN,10001,Pizza,21.0,,Violations were cited in the following area(s).,4,3,0,40.748818825881,-74.003334819511,3.5,41.0,1.0,"delis,pizza,cafes",0.0,0.9291666666666666,5.8,-2.7,0.0,0.0,0.0,16.566666666666666,30.55,17.958333333333332,5.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,2,5,1,1,18.0,0.0,2,3.0,0,1,0,1,Pizza,delis,0.5121628904401145,B,1
40673117,2023-03-07,10TH AVENUE PIZZA & CAFE,MANHATTAN,10001,Pizza,11.0,A,Violations were cited in the following area(s).,3,1,0,40.748818825881,-74.003334819511,3.5,41.0,1.0,"delis,pizza,cafes",0.0,3.704166666666667,7.4,1.1,2.7,0.2,1.75,21.791666666666668,38.4375,58.333333333333336,13.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,3,1,1,0,21.0,0.0,3,-10.0,1,1,0,1,Pizza,delis,0.5121628904401145,A,1
40673117,2024-06-25,10TH AVENUE PIZZA & CAFE,MANHATTAN,10001,Pizza,10.0,A,Violations were cited in the following area(s).,3,0,0,40.748818825881,-74.003334819511,3.5,41.0,1.0,"delis,pizza,cafes",0.0,26.416666666666668,33.8,20.1,0.0,0.0,0.0,16.691666666666666,30.97083333333333,41.541666666666664,24.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,6,1,2,0,11.0,0.0,4,-1.0,1,1,0,1,Pizza,delis,0.5121628904401145,A,1
40674404,2023-01-04,MARKET RESTAURANT (C-D BLOCK),BRONX,10474,American,14.0,B,Violations were cited in the following area(s).,5,4,0,40.807621919049,-73.871470249594,0.0,0.0,,"grocery,coffee,delis",0.0,13.129166666666668,18.0,9.6,2.3,2.3,0.0,10.875,19.929166666666667,99.33333333333331,0.0,0.0,0.0,47036.0,1443229.0,258727.0,2023,1,2,1,0,-1.0,-1.0,1,0.0,1,1,1,0,American,grocery,0.1792695407312353,B,1
40674404,2023-02-10,MARKET RESTAURANT (C-D BLOCK),BRONX,10474,American,35.0,,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,9,7,1,40.807621919049,-73.871470249594,0.0,0.0,,"grocery,coffee,delis",0.0,11.208333333333334,14.1,6.0,0.0,0.0,0.0,19.816666666666663,34.49166666666667,44.291666666666664,4.0,0.0,0.0,47036.0,1443229.0,258727.0,2023,2,4,1,0,14.0,0.0,2,21.0,0,1,0,1,American,grocery,0.1792695407312353,C,1
40674404,2023-02-15,MARKET RESTAURANT (C-D BLOCK),BRONX,10474,American,9.0,,Establishment re-opened by DOHMH.,2,1,0,40.807621919049,-73.871470249594,0.0,0.0,,"grocery,coffee,delis",0.0,10.1625,17.0,3.0,0.0,0.0,0.0,17.791666666666668,29.34166666666667,79.625,1.0,0.0,0.0,47036.0,1443229.0,258727.0,2023,2,2,1,0,35.0,1.0,3,-26.0,0,1,0,1,American,grocery,0.1792695407312353,A,1
40674404,2024-06-28,MARKET RESTAURANT (C-D BLOCK),BRONX,10474,American,32.0,,Violations were cited in the following area(s).,6,4,1,40.807621919049,-73.871470249594,0.0,0.0,,"grocery,coffee,delis",0.0,20.254166666666663,25.5,15.4,0.0,0.0,0.0,11.804166666666667,24.741666666666664,44.916666666666664,6.0,0.0,0.0,47036.0,1443229.0,258727.0,2024,6,4,2,0,9.0,0.0,4,23.0,0,1,0,1,American,grocery,0.1792695407312353,C,1
40674404,2024-12-18,MARKET RESTAURANT (C-D BLOCK),BRONX,10474,American,10.0,A,Violations were cited in the following area(s).,3,1,0,40.807621919049,-73.871470249594,0.0,0.0,,"grocery,coffee,delis",0.0,6.2875000000000005,9.9,1.5,2.5,2.5,0.0,4.891666666666667,14.045833333333334,36.208333333333336,8.0,0.0,0.0,47036.0,1443229.0,258727.0,2024,12,2,4,0,32.0,1.0,5,-22.0,1,1,0,1,American,grocery,0.1792695407312353,A,1
40674475,2023-03-07,JOHN'S PIZZERIA,MANHATTAN,10014,Pizza,13.0,A,Violations were cited in the following area(s).,3,2,0,40.731691505439,-74.003283444529,3.8,2858.0,2.0,"pizza,italian,cocktailbars",0.0,3.704166666666667,7.4,1.1,2.7,0.2,1.75,21.791666666666668,38.4375,58.333333333333336,13.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,3,1,1,0,-1.0,-1.0,1,0.0,1,1,1,0,Pizza,pizza,0.5121628904401145,A,1
40674475,2024-06-06,JOHN'S PIZZERIA,MANHATTAN,10014,Pizza,12.0,A,Violations were cited in the following area(s).,2,1,0,40.731691505439,-74.003283444529,3.8,2858.0,2.0,"pizza,italian,cocktailbars",0.0,23.15416666666667,27.8,19.4,40.5,40.5,0.0,12.858333333333334,27.97083333333333,79.04166666666667,12.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,6,3,2,0,13.0,0.0,2,-1.0,1,1,0,1,Pizza,pizza,0.5121628904401145,A,1
40674475,2024-09-14,JOHN'S PIZZERIA,MANHATTAN,10014,Pizza,0.0,,No violations were recorded at the time of this inspection.,0,0,0,40.731691505439,-74.003283444529,3.8,2858.0,2.0,"pizza,italian,cocktailbars",0.0,21.820833333333336,29.6,14.9,0.0,0.0,0.0,7.966666666666666,15.658333333333331,19.083333333333332,18.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,9,5,3,1,12.0,0.0,3,-12.0,0,1,0,1,Pizza,pizza,0.5121628904401145,A,1
40674838,2023-04-14,HI LIFE,MANHATTAN,10024,American,2.0,A,Violations were cited in the following area(s).,1,0,0,40.785585236733,-73.976534989596,3.8,439.0,2.0,"tradamerican,breakfast_brunch,cocktailbars",0.0,22.025,29.6,13.9,0.0,0.0,0.0,11.983333333333334,22.27916666666667,67.83333333333333,15.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,4,4,2,0,-1.0,-1.0,1,0.0,1,1,1,0,American,tradamerican,0.5121628904401145,A,1
40675225,2024-02-09,BEHAN'S PUBLIC HOUSE,BRONX,10470,Irish,17.0,,Violations were cited in the following area(s).,5,3,0,40.898580543333,-73.867387020504,3.7,212.0,2.0,"pubs,irish",0.0,5.2250000000000005,11.4,0.9,0.0,0.0,0.0,10.025,17.670833333333334,70.75,5.0,0.0,0.0,47036.0,1443229.0,258727.0,2024,2,4,1,0,-1.0,-1.0,1,0.0,0,1,1,0,Other,pubs,0.1792695407312353,B,1
40675225,2024-04-12,BEHAN'S PUBLIC HOUSE,BRONX,10470,Irish,13.0,A,Violations were cited in the following area(s).,3,1,0,40.898580543333,-73.867387020504,3.7,212.0,2.0,"pubs,irish",0.0,15.5625,19.6,12.6,14.9,14.9,0.0,28.741666666666664,51.7125,65.20833333333333,2.0,0.0,0.0,47036.0,1443229.0,258727.0,2024,4,4,2,0,17.0,0.0,2,-4.0,1,1,0,1,Other,pubs,0.1792695407312353,A,1
40675892,2024-05-24,DINER,BROOKLYN,11249,New American,10.0,A,Violations were cited in the following area(s).,3,1,0,40.710510553877,-73.965736822639,3.8,829.0,2.0,"diners,newamerican,breakfast_brunch",0.0,22.570833333333336,29.4,15.8,0.0,0.0,0.0,9.554166666666667,17.45,28.791666666666668,14.0,0.0,0.0,74692.0,2679620.0,1082004.0,2024,5,4,2,0,-1.0,-1.0,1,0.0,1,1,1,0,Other,diners,0.4037900896395757,A,1
40675977,2023-10-04,OSTERIA SERAFINA,MANHATTAN,10022,Italian,32.0,,Violations were cited in the following area(s).,5,3,1,40.762813621565,-73.971550588105,3.5,171.0,2.0,"italian,wine_bars,beerbar",0.0,20.070833333333333,27.8,14.9,0.0,0.0,0.0,6.9875,13.108333333333334,14.041666666666666,63.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,10,2,4,0,-1.0,-1.0,1,0.0,0,1,1,0,Italian,italian,0.5121628904401145,C,1
40675977,2024-12-24,OSTERIA SERAFINA,MANHATTAN,10022,Italian,45.0,,Violations were cited in the following area(s).,8,5,1,40.762813621565,-73.971550588105,3.5,171.0,2.0,"italian,wine_bars,beerbar",0.0,-1.6833333333333331,1.5,-4.1,1.9,0.0,1.33,6.608333333333333,14.816666666666668,71.66666666666667,8.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,12,1,4,0,32.0,1.0,2,13.0,0,1,0,1,Italian,italian,0.5121628904401145,C,1
40676022,2023-02-01,TACOS MEXICO,QUEENS,11368,Mexican,16.0,,Violations were cited in the following area(s).,4,2,0,40.748386356032,-73.863504217087,2.8,43.0,2.0,mexican,0.0,-0.6291666666666667,3.2,-3.2,1.6,0.0,1.12,11.175,21.84583333333333,45.958333333333336,18.0,0.0,0.0,82431.0,2360826.0,720630.0,2023,2,2,1,0,-1.0,-1.0,1,0.0,0,1,1,0,Mexican,mexican,0.3052448592145291,B,1
40676022,2023-03-28,TACOS MEXICO,QUEENS,11368,Mexican,9.0,A,Violations were cited in the following area(s).,1,1,0,40.748386356032,-73.863504217087,2.8,43.0,2.0,mexican,0.0,6.566666666666666,11.2,3.1,0.6,0.6,0.0,11.366666666666667,21.25,71.875,9.0,0.0,0.0,82431.0,2360826.0,720630.0,2023,3,1,1,0,16.0,0.0,2,-7.0,1,1,0,1,Mexican,mexican,0.3052448592145291,A,1
40676022,2024-06-24,TACOS MEXICO,QUEENS,11368,Mexican,25.0,,Violations were cited in the following area(s).,4,3,0,40.748386356032,-73.863504217087,2.8,43.0,2.0,mexican,0.0,25.28333333333333,27.2,22.3,0.0,0.0,0.0,26.0125,45.25833333333333,30.291666666666668,15.0,0.0,0.0,82431.0,2360826.0,720630.0,2024,6,0,2,0,9.0,0.0,3,16.0,0,1,0,1,Mexican,mexican,0.3052448592145291,B,1
40676022,2024-08-23,TACOS MEXICO,QUEENS,11368,Mexican,10.0,A,Violations were cited in the following area(s).,2,0,0,40.748386356032,-73.863504217087,2.8,43.0,2.0,mexican,0.0,20.625,27.5,13.4,0.0,0.0,0.0,8.4375,16.3875,8.541666666666666,13.0,0.0,0.0,82431.0,2360826.0,720630.0,2024,8,4,3,0,25.0,0.0,4,-15.0,1,1,0,1,Mexican,mexican,0.3052448592145291,A,1
40676884,2023-02-15,NEW DYKER RESTAURANT,BROOKLYN,11214,American,40.0,,Violations were cited in the following area(s).,4,3,1,40.607704487955,-74.002063633072,4.1,58.0,1.0,diners,1.0,10.1625,17.0,3.0,0.0,0.0,0.0,17.791666666666668,29.34166666666667,79.625,10.0,0.0,0.0,74692.0,2679620.0,1082004.0,2023,2,2,1,0,-1.0,-1.0,1,0.0,0,1,1,0,American,diners,0.4037900896395757,C,1
40676884,2023-03-03,NEW DYKER RESTAURANT,BROOKLYN,11214,American,21.0,B,Violations were cited in the following area(s).,4,3,0,40.607704487955,-74.002063633072,4.1,58.0,1.0,diners,1.0,3.3166666666666664,7.5,-1.5,2.8,2.8,0.0,14.0375,26.3625,85.33333333333333,7.0,0.0,0.0,74692.0,2679620.0,1082004.0,2023,3,4,1,0,40.0,1.0,2,-19.0,1,1,0,1,American,diners,0.4037900896395757,B,1
40676884,2024-05-21,NEW DYKER RESTAURANT,BROOKLYN,11214,American,28.0,,Violations were cited in the following area(s).,5,3,1,40.607704487955,-74.002063633072,4.1,58.0,1.0,diners,1.0,19.166666666666668,27.1,12.4,0.0,0.0,0.0,9.883333333333333,19.308333333333337,54.375,9.0,0.0,0.0,74692.0,2679620.0,1082004.0,2024,5,1,2,0,21.0,0.0,3,7.0,0,1,0,1,American,diners,0.4037900896395757,C,1
40677036,2023-10-10,LE ZIE TRATTORIA,MANHATTAN,10011,Italian,8.0,A,Violations were cited in the following area(s).,2,1,0,40.74236864226,-73.996910900355,3.7,393.0,2.0,"lounges,diners,breakfast_brunch",0.0,13.345833333333331,18.0,7.8,0.0,0.0,0.0,9.479166666666666,17.479166666666668,68.70833333333333,14.0,0.0,0.0,99880.0,1645867.0,842952.0,2023,10,1,4,0,-1.0,-1.0,1,0.0,1,1,1,0,Italian,lounges,0.5121628904401145,A,1
40677553,2024-05-02,MERCURY BAR,MANHATTAN,10036,American,10.0,A,Violations were cited in the following area(s).,3,1,0,40.760813113598,-73.990899783807,3.8,543.0,2.0,"sportsbars,newamerican,vegan",0.0,18.354166666666668,27.8,10.2,0.0,0.0,0.0,11.816666666666668,23.629166666666663,47.166666666666664,27.0,0.0,0.0,99880.0,1645867.0,842952.0,2024,5,3,2,0,-1.0,-1.0,1,0.0,1,1,1,0,American,sportsbars,0.5121628904401145,A,1
40678235,2023-04-24,BOURBON STREET,QUEENS,11361,Cajun,34.0,,Violations were cited in the following area(s).,6,3,1,40.76409879916,-73.771252076308,3.7,1128.0,2.0,"cajun,beer_and_wine,newamerican",0.0,11.216666666666669,16.2,6.3,0.0,0.0,0.0,11.55,23.316666666666663,31.916666666666668,12.0,0.0,0.0,82431.0,2360826.0,720630.0,2023,4,0,2,0,-1.0,-1.0,1,0.0,0,1,1,0,Other,cajun,0.3052448592145291,C,1
40678235,2024-05-02,BOURBON STREET,QUEENS,11361,Cajun,9.0,A,Violations were cited in the following area(s).,2,1,0,40.76409879916,-73.771252076308,3.7,1128.0,2.0,"cajun,beer_and_wine,newamerican",0.0,18.354166666666668,27.8,10.2,0.0,0.0,0.0,11.816666666666668,23.629166666666663,47.166666666666664,11.0,0.0,0.0,82431.0,2360826.0,720630.0,2024,5,3,2,0,34.0,1.0,2,-25.0,1,1,0,1,Other,cajun,0.3052448592145291,A,1
40678995,2023-06-12,TANDOORI FOOD & BAKERY,QUEENS,11374,Jewish/Kosher,23.0,,Violations were cited in the following area(s).,5,2,0,40.732559823554,-73.856583697136,3.8,78.0,2.0,"kosher,uzbek",0.0,20.966666666666665,24.0,19.2,8.5,8.5,0.0,17.183333333333334,31.0125,99.41666666666669,5.0,0.0,0.0,82431.0,2360826.0,720630.0,2023,6,0,2,0,-1.0,-1.0,1,0.0,0,1,1,0,Jewish/Kosher,kosher,0.3052448592145291,B,1
40678995,2024-09-23,TANDOORI FOOD & BAKERY,QUEENS,11374,Jewish/Kosher,47.0,,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,6,3,1,40.732559823554,-73.856583697136,3.8,78.0,2.0,"kosher,uzbek",0.0,17.254166666666666,21.1,13.2,0.1,0.1,0.0,10.095833333333331,19.633333333333333,83.20833333333333,9.0,0.0,0.0,82431.0,2360826.0,720630.0,2024,9,0,3,0,23.0,0.0,2,24.0,0,1,0,1,Jewish/Kosher,kosher,0.3052448592145291,C,1
