date,borough,food_complaints_total,rodent_complaints,food_safety_complaints
2023-10-26,MANHATTAN,19,0,0
2023-10-26,QUEENS,12,0,0
2023-10-26,STATEN ISLAND,1,0,0
2023-10-27,BROOKLYN,8,0,0
2023-10-27,MANHATTAN,17,0,0
2023-10-27,QUEENS,7,0,0
2023-10-27,STATEN ISLAND,1,0,0
2023-10-28,BRONX,2,0,0
2023-10-28,BROOKLYN,9,0,0
2023-10-28,MANHATTAN,8,0,0
2023-10-28,QUEENS,6,0,0
2023-10-28,STATEN ISLAND,2,0,0
2023-10-29,BRONX,5,0,0
2023-10-29,BROOKLYN,4,0,0
2023-10-29,MANHATTAN,7,0,0
2023-10-29,QUEENS,5,0,0
2023-10-30,BRONX,3,0,0
2023-10-30,BROOKLYN,11,0,0
2023-10-30,MANHATTAN,19,0,0
2023-10-30,QUEENS,15,0,0
2023-10-30,STATEN ISLAND,4,0,0
2023-10-31,BRONX,2,0,0
2023-10-31,BROOKLYN,4,0,0
2023-10-31,MANHATTAN,14,0,0
2023-10-31,QUEENS,8,0,0
2023-10-31,STATEN ISLAND,1,0,0
2023-11-01,BRONX,4,0,0
2023-11-01,BROOKLYN,11,0,0
2023-11-01,MANHATTAN,14,0,0
2023-11-01,QUEENS,6,0,0
2023-11-02,BRONX,3,0,0
2023-11-02,BROOKLYN,9,0,0
2023-11-02,MANHATTAN,13,0,0
2023-11-02,QUEENS,11,0,0
2023-11-02,STATEN ISLAND,1,0,0
2023-11-03,BRONX,2,0,0
2023-11-03,BROOKLYN,13,0,0
2023-11-03,MANHATTAN,11,0,0
2023-11-03,QUEENS,10,0,0
2023-11-03,STATEN ISLAND,1,0,0
2023-11-04,BRONX,2,0,0
2023-11-04,BROOKLYN,12,0,0
2023-11-04,MANHATTAN,17,0,0
2023-11-04,QUEENS,5,0,0
2023-11-05,BRONX,2,0,0
2023-11-05,BROOKLYN,16,0,0
2023-11-05,MANHATTAN,13,0,0
2023-11-05,QUEENS,9,0,0
2023-11-06,BRONX,5,0,0
2023-11-06,BROOKLYN,20,0,0
2023-11-06,MANHATTAN,15,0,0
2023-11-06,QUEENS,10,0,0
2023-11-07,BRONX,1,0,0
2023-11-07,BROOKLYN,11,0,0
2023-11-07,MANHATTAN,14,0,0
2023-11-07,QUEENS,6,0,0
2023-11-08,BRONX,1,0,0
2023-11-08,BROOKLYN,9,0,0
2023-11-08,MANHATTAN,20,0,0
2023-11-08,QUEENS,9,0,0
2023-11-08,STATEN ISLAND,2,0,0
2023-11-09,BRONX,2,0,0
2023-11-09,BROOKLYN,4,0,0
2023-11-09,MANHATTAN,13,0,0
2023-11-09,QUEENS,10,0,0
2023-11-09,STATEN ISLAND,1,0,0
2023-11-10,BRONX,7,0,0
2023-11-10,BROOKLYN,6,0,0
2023-11-10,MANHATTAN,11,0,0
2023-11-10,QUEENS,6,0,0
2023-11-10,STATEN ISLAND,2,0,0
2023-11-11,BRONX,5,0,0
2023-11-11,BROOKLYN,9,0,0
2023-11-11,MANHATTAN,11,0,0
2023-11-11,QUEENS,8,0,0
2023-11-12,BRONX,1,0,0
2023-11-12,BROOKLYN,10,0,0
2023-11-12,MANHATTAN,6,0,0
2023-11-12,QUEENS,6,0,0
2023-11-13,BRONX,3,0,0
2023-11-13,BROOKLYN,13,0,0
2023-11-13,MANHATTAN,17,0,0
2023-11-13,QUEENS,11,0,0
2023-11-13,STATEN ISLAND,5,0,0
2023-11-14,BRONX,4,0,0
2023-11-14,BROOKLYN,8,0,0
2023-11-14,MANHATTAN,12,0,0
2023-11-14,QUEENS,6,0,0
2023-11-14,STATEN ISLAND,1,0,0
2023-11-15,BRONX,1,0,0
2023-11-15,BROOKLYN,14,0,0
2023-11-15,MANHATTAN,12,0,0
2023-11-15,QUEENS,11,0,0
2023-11-15,STATEN ISLAND,2,0,0
2023-11-16,BRONX,4,0,0
2023-11-16,BROOKLYN,8,0,0
2023-11-16,MANHATTAN,17,0,0
2023-11-16,QUEENS,12,0,0
2023-11-16,STATEN ISLAND,1,0,0
2023-11-17,BRONX,5,0,0
2023-11-17,BROOKLYN,12,0,0
2023-11-17,MANHATTAN,7,0,0
2023-11-17,QUEENS,12,0,0
2023-11-18,BROOKLYN,11,0,0
2023-11-18,MANHATTAN,17,0,0
2023-11-18,QUEENS,4,0,0
2023-11-18,STATEN ISLAND,2,0,0
2023-11-19,BRONX,1,0,0
2023-11-19,BROOKLYN,9,0,0
2023-11-19,MANHATTAN,14,0,0
2023-11-19,QUEENS,4,0,0
2023-11-20,BRONX,3,0,0
2023-11-20,BROOKLYN,16,0,0
2023-11-20,MANHATTAN,21,0,0
2023-11-20,QUEENS,11,0,0
2023-11-20,STATEN ISLAND,2,0,0
2023-11-21,BRONX,3,0,0
2023-11-21,BROOKLYN,7,0,0
2023-11-21,MANHATTAN,13,0,0
2023-11-21,QUEENS,11,0,0
2023-11-21,STATEN ISLAND,2,0,0
2023-11-22,BRONX,3,0,0
2023-11-22,BROOKLYN,7,0,0
2023-11-22,MANHATTAN,14,0,0
2023-11-22,QUEENS,7,0,0
2023-11-22,STATEN ISLAND,1,0,0
2023-11-23,BRONX,1,0,0
2023-11-23,BROOKLYN,2,0,0
2023-11-23,MANHATTAN,10,0,0
2023-11-23,QUEENS,5,0,0
2023-11-24,BRONX,4,0,0
2023-11-24,BROOKLYN,10,0,0
2023-11-24,MANHATTAN,7,0,0
2023-11-24,QUEENS,5,0,0
2023-11-24,STATEN ISLAND,1,0,0
2023-11-25,BRONX,1,0,0
2023-11-25,BROOKLYN,3,0,0
2023-11-25,MANHATTAN,8,0,0
2023-11-25,QUEENS,3,0,0
2023-11-25,STATEN ISLAND,1,0,0
2023-11-26,BRONX,4,0,0
2023-11-26,BROOKLYN,11,0,0
2023-11-26,MANHATTAN,8,0,0
2023-11-26,QUEENS,5,0,0
2023-11-26,STATEN ISLAND,1,0,0
2023-11-27,BRONX,4,0,0
2023-11-27,BROOKLYN,6,0,0
2023-11-27,MANHATTAN,6,0,0
2023-11-27,QUEENS,9,0,0
2023-11-28,BRONX,5,0,0
2023-11-28,BROOKLYN,4,0,0
2023-11-28,MANHATTAN,9,0,0
2023-11-28,QUEENS,13,0,0
2023-11-29,BRONX,5,0,0
2023-11-29,BROOKLYN,13,0,0
2023-11-29,MANHATTAN,9,0,0
2023-11-29,QUEENS,9,0,0
2023-11-30,BRONX,3,0,0
2023-11-30,BROOKLYN,8,0,0
2023-11-30,MANHATTAN,10,0,0
2023-11-30,QUEENS,10,0,0
2023-12-01,BRONX,1,0,0
2023-12-01,BROOKLYN,28,0,0
2023-12-01,MANHATTAN,11,0,0
2023-12-01,QUEENS,10,0,0
2023-12-02,BRONX,3,0,0
2023-12-02,BROOKLYN,12,0,0
2023-12-02,MANHATTAN,17,0,0
2023-12-02,QUEENS,13,0,0
2023-12-02,STATEN ISLAND,6,0,0
2023-12-03,BRONX,2,0,0
2023-12-03,BROOKLYN,4,0,0
2023-12-03,MANHATTAN,13,0,0
2023-12-03,QUEENS,3,0,0
2023-12-03,STATEN ISLAND,1,0,0
2023-12-04,BRONX,4,0,0
2023-12-04,BROOKLYN,8,0,0
2023-12-04,MANHATTAN,14,0,0
2023-12-04,QUEENS,12,0,0
2023-12-04,STATEN ISLAND,3,0,0
2023-12-05,BRONX,1,0,0
2023-12-05,BROOKLYN,13,0,0
2023-12-05,MANHATTAN,11,0,0
2023-12-05,QUEENS,10,0,0
2023-12-05,STATEN ISLAND,2,0,0
2023-12-06,BRONX,6,0,0
2023-12-06,BROOKLYN,14,0,0
2023-12-06,MANHATTAN,10,0,0
2023-12-06,QUEENS,8,0,0
2023-12-06,STATEN ISLAND,3,0,0
2023-12-07,BRONX,3,0,0
2023-12-07,BROOKLYN,5,0,0
2023-12-07,MANHATTAN,11,0,0
2023-12-07,QUEENS,5,0,0
2023-12-08,BRONX,2,0,0
2023-12-08,BROOKLYN,12,0,0
2023-12-08,MANHATTAN,13,0,0
2023-12-08,QUEENS,9,0,0
2023-12-09,BRONX,2,0,0
2023-12-09,BROOKLYN,9,0,0
2023-12-09,MANHATTAN,10,0,0
2023-12-09,QUEENS,2,0,0
2023-12-09,STATEN ISLAND,2,0,0
2023-12-10,BRONX,2,0,0
2023-12-10,BROOKLYN,9,0,0
2023-12-10,MANHATTAN,21,0,0
2023-12-10,QUEENS,4,0,0
2023-12-11,BRONX,2,0,0
2023-12-11,BROOKLYN,10,0,0
2023-12-11,MANHATTAN,16,0,0
2023-12-11,QUEENS,11,0,0
2023-12-11,STATEN ISLAND,1,0,0
2023-12-12,BRONX,5,0,0
2023-12-12,BROOKLYN,5,0,0
2023-12-12,MANHATTAN,17,0,0
2023-12-12,QUEENS,11,0,0
2023-12-12,STATEN ISLAND,1,0,0
2023-12-13,BROOKLYN,17,0,0
2023-12-13,MANHATTAN,16,0,0
2023-12-13,QUEENS,10,0,0
2023-12-13,STATEN ISLAND,1,0,0
2023-12-14,BRONX,4,0,0
2023-12-14,BROOKLYN,15,0,0
2023-12-14,MANHATTAN,11,0,0
2023-12-14,QUEENS,5,0,0
2023-12-14,STATEN ISLAND,1,0,0
2023-12-15,BRONX,2,0,0
2023-12-15,BROOKLYN,11,0,0
2023-12-15,MANHATTAN,17,0,0
2023-12-15,QUEENS,7,0,0
2023-12-15,STATEN ISLAND,4,0,0
2023-12-16,BRONX,4,0,0
2023-12-16,BROOKLYN,8,0,0
2023-12-16,MANHATTAN,17,0,0
2023-12-16,QUEENS,6,0,0
2023-12-16,STATEN ISLAND,1,0,0
2023-12-17,BRONX,1,0,0
2023-12-17,BROOKLYN,8,0,0
2023-12-17,MANHATTAN,7,0,0
2023-12-17,QUEENS,6,0,0
2023-12-17,STATEN ISLAND,1,0,0
2023-12-18,BRONX,1,0,0
2023-12-18,BROOKLYN,8,0,0
2023-12-18,MANHATTAN,18,0,0
2023-12-18,QUEENS,10,0,0
2023-12-18,STATEN ISLAND,3,0,0
2023-12-19,BRONX,4,0,0
2023-12-19,BROOKLYN,15,0,0
2023-12-19,MANHATTAN,13,0,0
2023-12-19,QUEENS,10,0,0
2023-12-19,STATEN ISLAND,2,0,0
2023-12-20,BRONX,3,0,0
2023-12-20,BROOKLYN,13,0,0
2023-12-20,MANHATTAN,7,0,0
2023-12-20,QUEENS,9,0,0
2023-12-21,BRONX,1,0,0
2023-12-21,BROOKLYN,6,0,0
2023-12-21,MANHATTAN,8,0,0
2023-12-21,QUEENS,7,0,0
2023-12-22,BRONX,1,0,0
2023-12-22,BROOKLYN,13,0,0
2023-12-22,MANHATTAN,7,0,0
2023-12-22,QUEENS,7,0,0
2023-12-22,STATEN ISLAND,2,0,0
2023-12-23,BRONX,2,0,0
2023-12-23,BROOKLYN,12,0,0
2023-12-23,MANHATTAN,6,0,0
2023-12-23,QUEENS,6,0,0
2023-12-24,BRONX,2,0,0
2023-12-24,BROOKLYN,5,0,0
2023-12-24,MANHATTAN,6,0,0
2023-12-24,QUEENS,8,0,0
2023-12-25,BRONX,1,0,0
2023-12-25,BROOKLYN,4,0,0
2023-12-25,MANHATTAN,9,0,0
2023-12-25,QUEENS,2,0,0
2023-12-26,BRONX,4,0,0
2023-12-26,BROOKLYN,8,0,0
2023-12-26,MANHATTAN,12,0,0
2023-12-26,QUEENS,4,0,0
2023-12-26,STATEN ISLAND,4,0,0
2023-12-27,BRONX,2,0,0
2023-12-27,BROOKLYN,8,0,0
2023-12-27,MANHATTAN,13,0,0
2023-12-27,QUEENS,5,0,0
2023-12-27,STATEN ISLAND,3,0,0
2023-12-28,BROOKLYN,13,0,0
2023-12-28,MANHATTAN,12,0,0
2023-12-28,QUEENS,15,0,0
2023-12-28,STATEN ISLAND,1,0,0
2023-12-29,BRONX,1,0,0
2023-12-29,BROOKLYN,7,0,0
2023-12-29,MANHATTAN,14,0,0
2023-12-29,QUEENS,9,0,0
2023-12-30,BROOKLYN,7,0,0
2023-12-30,MANHATTAN,19,0,0
2023-12-30,QUEENS,8,0,0
2023-12-31,BRONX,2,0,0
2023-12-31,BROOKLYN,10,0,0
2023-12-31,MANHATTAN,11,0,0
2023-12-31,QUEENS,4,0,0
2023-12-31,STATEN ISLAND,2,0,0
2024-01-01,BRONX,1,0,0
2024-01-01,BROOKLYN,7,0,0
2024-01-01,MANHATTAN,16,0,0
2024-01-01,QUEENS,4,0,0
2024-01-01,STATEN ISLAND,4,0,0
2024-01-02,BRONX,5,0,0
2024-01-02,BROOKLYN,10,0,0
2024-01-02,MANHATTAN,10,0,0
2024-01-02,QUEENS,11,0,0
2024-01-02,STATEN ISLAND,4,0,0
2024-01-03,BRONX,3,0,0
2024-01-03,BROOKLYN,7,0,0
2024-01-03,MANHATTAN,15,0,0
2024-01-03,QUEENS,10,0,0
2024-01-04,BRONX,3,0,0
2024-01-04,BROOKLYN,6,0,0
2024-01-04,MANHATTAN,23,0,0
2024-01-04,QUEENS,10,0,0
2024-01-05,BRONX,6,0,0
2024-01-05,BROOKLYN,5,0,0
2024-01-05,MANHATTAN,7,0,0
2024-01-05,QUEENS,9,0,0
2024-01-05,STATEN ISLAND,1,0,0
2024-01-06,BRONX,2,0,0
2024-01-06,BROOKLYN,18,0,0
2024-01-06,MANHATTAN,13,0,0
2024-01-06,QUEENS,14,0,0
2024-01-07,BRONX,3,0,0
2024-01-07,BROOKLYN,9,0,0
2024-01-07,MANHATTAN,12,0,0
2024-01-07,QUEENS,5,0,0
2024-01-07,STATEN ISLAND,2,0,0
2024-01-08,BRONX,3,0,0
2024-01-08,BROOKLYN,8,0,0
2024-01-08,MANHATTAN,16,0,0
2024-01-08,QUEENS,10,0,0
2024-01-08,STATEN ISLAND,3,0,0
2024-01-09,BRONX,5,0,0
2024-01-09,BROOKLYN,8,0,0
2024-01-09,MANHATTAN,11,0,0
2024-01-09,QUEENS,9,0,0
2024-01-09,STATEN ISLAND,4,0,0
2024-01-10,BROOKLYN,10,0,0
2024-01-10,MANHATTAN,17,0,0
2024-01-10,QUEENS,6,0,0
2024-01-10,STATEN ISLAND,2,0,0
2024-01-11,BRONX,2,0,0
2024-01-11,BROOKLYN,14,0,0
2024-01-11,MANHATTAN,22,0,0
2024-01-11,QUEENS,7,0,0
2024-01-12,BRONX,3,0,0
2024-01-12,BROOKLYN,7,0,0
2024-01-12,MANHATTAN,19,0,0
2024-01-12,QUEENS,7,0,0
2024-01-12,STATEN ISLAND,3,0,0
2024-01-13,BRONX,3,0,0
2024-01-13,BROOKLYN,10,0,0
2024-01-13,MANHATTAN,13,0,0
2024-01-13,QUEENS,12,0,0
2024-01-14,BRONX,2,0,0
2024-01-14,BROOKLYN,11,0,0
2024-01-14,MANHATTAN,12,0,0
2024-01-14,QUEENS,9,0,0
2024-01-14,STATEN ISLAND,1,0,0
2024-01-15,BRONX,3,0,0
2024-01-15,BROOKLYN,11,0,0
2024-01-15,MANHATTAN,20,0,0
2024-01-15,QUEENS,11,0,0
2024-01-15,STATEN ISLAND,4,0,0
2024-01-16,BRONX,2,0,0
2024-01-16,BROOKLYN,7,0,0
2024-01-16,MANHATTAN,13,0,0
2024-01-16,QUEENS,11,0,0
2024-01-16,STATEN ISLAND,1,0,0
2024-01-17,BRONX,2,0,0
2024-01-17,BROOKLYN,11,0,0
2024-01-17,MANHATTAN,19,0,0
2024-01-17,QUEENS,13,0,0
2024-01-18,BRONX,2,0,0
2024-01-18,BROOKLYN,9,0,0
2024-01-18,MANHATTAN,9,0,0
2024-01-18,QUEENS,13,0,0
2024-01-18,STATEN ISLAND,3,0,0
2024-01-19,BRONX,7,0,0
2024-01-19,BROOKLYN,12,0,0
2024-01-19,MANHATTAN,14,0,0
2024-01-19,QUEENS,5,0,0
2024-01-19,STATEN ISLAND,1,0,0
2024-01-20,BRONX,3,0,0
2024-01-20,BROOKLYN,8,0,0
2024-01-20,MANHATTAN,4,0,0
2024-01-20,QUEENS,6,0,0
2024-01-20,STATEN ISLAND,1,0,0
2024-01-21,BRONX,1,0,0
2024-01-21,BROOKLYN,11,0,0
2024-01-21,MANHATTAN,9,0,0
2024-01-21,QUEENS,6,0,0
2024-01-22,BRONX,1,0,0
2024-01-22,BROOKLYN,10,0,0
2024-01-22,MANHATTAN,8,0,0
2024-01-22,QUEENS,7,0,0
2024-01-22,STATEN ISLAND,1,0,0
2024-01-23,BRONX,2,0,0
2024-01-23,BROOKLYN,11,0,0
2024-01-23,MANHATTAN,14,0,0
2024-01-23,QUEENS,11,0,0
2024-01-23,STATEN ISLAND,2,0,0
2024-01-24,BRONX,2,0,0
2024-01-24,BROOKLYN,17,0,0
2024-01-24,MANHATTAN,15,0,0
2024-01-24,QUEENS,6,0,0
2024-01-24,STATEN ISLAND,1,0,0
2024-01-25,BRONX,4,0,0
2024-01-25,BROOKLYN,5,0,0
2024-01-25,MANHATTAN,13,0,0
2024-01-25,QUEENS,9,0,0
2024-01-25,STATEN ISLAND,3,0,0
2024-01-26,BRONX,3,0,0
2024-01-26,BROOKLYN,11,0,0
2024-01-26,MANHATTAN,12,0,0
2024-01-26,QUEENS,12,0,0
2024-01-26,STATEN ISLAND,1,0,0
2024-01-27,BRONX,4,0,0
2024-01-27,BROOKLYN,13,0,0
2024-01-27,MANHATTAN,18,0,0
2024-01-27,QUEENS,8,0,0
2024-01-27,STATEN ISLAND,2,0,0
2024-01-28,BRONX,4,0,0
2024-01-28,BROOKLYN,9,0,0
2024-01-28,MANHATTAN,10,0,0
2024-01-28,QUEENS,8,0,0
2024-01-28,STATEN ISLAND,1,0,0
2024-01-29,BRONX,4,0,0
2024-01-29,BROOKLYN,16,0,0
2024-01-29,MANHATTAN,26,0,0
2024-01-29,QUEENS,8,0,0
2024-01-29,STATEN ISLAND,1,0,0
2024-01-30,BRONX,4,0,0
2024-01-30,BROOKLYN,9,0,0
2024-01-30,MANHATTAN,20,0,0
2024-01-30,QUEENS,6,0,0
2024-01-30,STATEN ISLAND,1,0,0
2024-01-31,BRONX,5,0,0
2024-01-31,BROOKLYN,8,0,0
2024-01-31,MANHATTAN,24,0,0
2024-01-31,QUEENS,4,0,0
2024-02-01,BRONX,8,0,0
2024-02-01,BROOKLYN,9,0,0
2024-02-01,MANHATTAN,8,0,0
2024-02-01,QUEENS,8,0,0
2024-02-02,BRONX,3,0,0
2024-02-02,BROOKLYN,12,0,0
2024-02-02,MANHATTAN,11,0,0
2024-02-02,QUEENS,7,0,0
2024-02-03,BRONX,3,0,0
2024-02-03,BROOKLYN,9,0,0
2024-02-03,MANHATTAN,14,0,0
2024-02-03,QUEENS,7,0,0
2024-02-03,STATEN ISLAND,2,0,0
2024-02-04,BRONX,4,0,0
2024-02-04,BROOKLYN,12,0,0
2024-02-04,MANHATTAN,11,0,0
2024-02-04,QUEENS,4,0,0
2024-02-05,BRONX,3,0,0
2024-02-05,BROOKLYN,5,0,0
2024-02-05,MANHATTAN,24,0,0
2024-02-05,QUEENS,14,0,0
2024-02-05,STATEN ISLAND,1,0,0
2024-02-06,BRONX,2,0,0
2024-02-06,BROOKLYN,8,0,0
2024-02-06,MANHATTAN,16,0,0
2024-02-06,QUEENS,9,0,0
2024-02-06,STATEN ISLAND,3,0,0
2024-02-07,BRONX,2,0,0
2024-02-07,BROOKLYN,15,0,0
2024-02-07,MANHATTAN,12,0,0
2024-02-07,QUEENS,7,0,0
2024-02-07,STATEN ISLAND,3,0,0
2024-02-08,BRONX,3,0,0
2024-02-08,BROOKLYN,6,0,0
2024-02-08,MANHATTAN,17,0,0
2024-02-08,QUEENS,14,0,0
2024-02-09,BRONX,5,0,0
2024-02-09,BROOKLYN,18,0,0
2024-02-09,MANHATTAN,9,0,0
2024-02-09,QUEENS,6,0,0
2024-02-10,BRONX,4,0,0
2024-02-10,BROOKLYN,3,0,0
2024-02-10,MANHATTAN,2,0,0
2024-02-10,QUEENS,5,0,0
2024-02-11,BRONX,4,0,0
2024-02-11,BROOKLYN,10,0,0
2024-02-11,MANHATTAN,9,0,0
2024-02-11,QUEENS,6,0,0
2024-02-11,STATEN ISLAND,4,0,0
2024-02-12,BRONX,4,0,0
2024-02-12,BROOKLYN,11,0,0
2024-02-12,MANHATTAN,10,0,0
2024-02-12,QUEENS,4,0,0
2024-02-12,STATEN ISLAND,4,0,0
2024-02-13,BRONX,2,0,0
2024-02-13,BROOKLYN,14,0,0
2024-02-13,MANHATTAN,8,0,0
2024-02-13,QUEENS,6,0,0
2024-02-14,BRONX,4,0,0
2024-02-14,BROOKLYN,15,0,0
2024-02-14,MANHATTAN,13,0,0
2024-02-14,QUEENS,7,0,0
2024-02-14,STATEN ISLAND,1,0,0
2024-02-15,BRONX,3,0,0
2024-02-15,BROOKLYN,10,0,0
2024-02-15,MANHATTAN,15,0,0
2024-02-15,QUEENS,7,0,0
2024-02-16,BRONX,2,0,0
2024-02-16,BROOKLYN,8,0,0
2024-02-16,MANHATTAN,16,0,0
2024-02-16,QUEENS,6,0,0
2024-02-17,BROOKLYN,12,0,0
2024-02-17,MANHATTAN,7,0,0
2024-02-17,QUEENS,10,0,0
2024-02-18,BRONX,2,0,0
2024-02-18,BROOKLYN,18,0,0
2024-02-18,MANHATTAN,12,0,0
2024-02-18,QUEENS,3,0,0
2024-02-19,BRONX,4,0,0
2024-02-19,BROOKLYN,24,0,0
2024-02-19,MANHATTAN,16,0,0
2024-02-19,QUEENS,8,0,0
2024-02-19,STATEN ISLAND,2,0,0
2024-02-20,BRONX,5,0,0
2024-02-20,BROOKLYN,8,0,0
2024-02-20,MANHATTAN,13,0,0
2024-02-20,QUEENS,15,0,0
2024-02-20,STATEN ISLAND,2,0,0
2024-02-21,BRONX,5,0,0
2024-02-21,BROOKLYN,8,0,0
2024-02-21,MANHATTAN,11,0,0
2024-02-21,QUEENS,11,0,0
2024-02-21,STATEN ISLAND,3,0,0
2024-02-22,BRONX,2,0,0
2024-02-22,BROOKLYN,7,0,0
2024-02-22,MANHATTAN,10,0,0
2024-02-22,QUEENS,9,0,0
2024-02-22,STATEN ISLAND,1,0,0
2024-02-23,BRONX,2,0,0
2024-02-23,BROOKLYN,9,0,0
2024-02-23,MANHATTAN,14,0,0
2024-02-23,QUEENS,10,0,0
2024-02-24,BRONX,6,0,0
2024-02-24,BROOKLYN,7,0,0
2024-02-24,MANHATTAN,10,0,0
2024-02-24,QUEENS,6,0,0
2024-02-25,BRONX,1,0,0
2024-02-25,BROOKLYN,8,0,0
2024-02-25,MANHATTAN,17,0,0
2024-02-25,QUEENS,5,0,0
2024-02-26,BRONX,7,0,0
2024-02-26,BROOKLYN,7,0,0
2024-02-26,MANHATTAN,12,0,0
2024-02-26,QUEENS,4,0,0
2024-02-27,BRONX,6,0,0
2024-02-27,BROOKLYN,12,0,0
2024-02-27,MANHATTAN,13,0,0
2024-02-27,QUEENS,6,0,0
2024-02-27,STATEN ISLAND,1,0,0
2024-02-28,BRONX,5,0,0
2024-02-28,BROOKLYN,15,0,0
2024-02-28,MANHATTAN,15,0,0
2024-02-28,QUEENS,4,0,0
2024-02-28,STATEN ISLAND,1,0,0
2024-02-29,BRONX,2,0,0
2024-02-29,BROOKLYN,5,0,0
2024-02-29,MANHATTAN,17,0,0
2024-02-29,QUEENS,11,0,0
2024-03-01,BRONX,3,0,0
2024-03-01,BROOKLYN,9,0,0
2024-03-01,MANHATTAN,24,0,0
2024-03-01,QUEENS,6,0,0
2024-03-02,BROOKLYN,12,0,0
2024-03-02,MANHATTAN,14,0,0
2024-03-02,QUEENS,5,0,0
2024-03-02,STATEN ISLAND,3,0,0
2024-03-03,BRONX,2,0,0
2024-03-03,BROOKLYN,10,0,0
2024-03-03,MANHATTAN,11,0,0
2024-03-03,QUEENS,11,0,0
2024-03-03,STATEN ISLAND,1,0,0
2024-03-04,BRONX,2,0,0
2024-03-04,BROOKLYN,12,0,0
2024-03-04,MANHATTAN,12,0,0
2024-03-04,QUEENS,7,0,0
2024-03-05,BRONX,5,0,0
2024-03-05,BROOKLYN,7,0,0
2024-03-05,MANHATTAN,20,0,0
2024-03-05,QUEENS,5,0,0
2024-03-05,STATEN ISLAND,1,0,0
2024-03-06,BRONX,3,0,0
2024-03-06,BROOKLYN,13,0,0
2024-03-06,MANHATTAN,15,0,0
2024-03-06,QUEENS,4,0,0
2024-03-06,STATEN ISLAND,2,0,0
2024-03-07,BRONX,3,0,0
2024-03-07,BROOKLYN,13,0,0
2024-03-07,MANHATTAN,20,0,0
2024-03-07,QUEENS,5,0,0
2024-03-08,BRONX,4,0,0
2024-03-08,BROOKLYN,10,0,0
2024-03-08,MANHATTAN,16,0,0
2024-03-08,QUEENS,8,0,0
2024-03-08,STATEN ISLAND,2,0,0
2024-03-09,BRONX,1,0,0
2024-03-09,BROOKLYN,4,0,0
2024-03-09,MANHATTAN,15,0,0
2024-03-09,QUEENS,5,0,0
2024-03-10,BRONX,6,0,0
2024-03-10,BROOKLYN,16,0,0
2024-03-10,MANHATTAN,15,0,0
2024-03-10,QUEENS,5,0,0
2024-03-11,BRONX,7,0,0
2024-03-11,BROOKLYN,14,0,0
2024-03-11,MANHATTAN,9,0,0
2024-03-11,QUEENS,8,0,0
2024-03-12,BRONX,5,0,0
2024-03-12,BROOKLYN,13,0,0
2024-03-12,MANHATTAN,9,0,0
2024-03-12,QUEENS,13,0,0
2024-03-13,BRONX,3,0,0
2024-03-13,BROOKLYN,8,0,0
2024-03-13,MANHATTAN,27,0,0
2024-03-13,QUEENS,16,0,0
2024-03-13,STATEN ISLAND,2,0,0
2024-03-14,BRONX,5,0,0
2024-03-14,BROOKLYN,12,0,0
2024-03-14,MANHATTAN,18,0,0
2024-03-14,QUEENS,11,0,0
2024-03-15,BRONX,3,0,0
2024-03-15,BROOKLYN,11,0,0
2024-03-15,MANHATTAN,19,0,0
2024-03-15,QUEENS,6,0,0
2024-03-16,BRONX,2,0,0
2024-03-16,BROOKLYN,16,0,0
2024-03-16,MANHATTAN,21,0,0
2024-03-16,QUEENS,2,0,0
2024-03-16,STATEN ISLAND,1,0,0
2024-03-17,BRONX,3,0,0
2024-03-17,BROOKLYN,5,0,0
2024-03-17,MANHATTAN,12,0,0
2024-03-17,QUEENS,8,0,0
2024-03-17,STATEN ISLAND,3,0,0
2024-03-18,BRONX,1,0,0
2024-03-18,BROOKLYN,8,0,0
2024-03-18,MANHATTAN,16,0,0
2024-03-18,QUEENS,6,0,0
2024-03-18,STATEN ISLAND,2,0,0
2024-03-19,BRONX,2,0,0
2024-03-19,BROOKLYN,11,0,0
2024-03-19,MANHATTAN,17,0,0
2024-03-19,QUEENS,18,0,0
2024-03-19,STATEN ISLAND,3,0,0
2024-03-20,BRONX,4,0,0
2024-03-20,BROOKLYN,9,0,0
2024-03-20,MANHATTAN,15,0,0
2024-03-20,QUEENS,8,0,0
2024-03-21,BRONX,3,0,0
2024-03-21,BROOKLYN,8,0,0
2024-03-21,MANHATTAN,13,0,0
2024-03-21,QUEENS,8,0,0
2024-03-21,STATEN ISLAND,1,0,0
2024-03-22,BRONX,1,0,0
2024-03-22,BROOKLYN,12,0,0
2024-03-22,MANHATTAN,20,0,0
2024-03-22,QUEENS,9,0,0
2024-03-23,BRONX,3,0,0
2024-03-23,BROOKLYN,7,0,0
2024-03-23,MANHATTAN,12,0,0
2024-03-23,QUEENS,5,0,0
2024-03-23,STATEN ISLAND,1,0,0
2024-03-24,BRONX,2,0,0
2024-03-24,BROOKLYN,14,0,0
2024-03-24,MANHATTAN,12,0,0
2024-03-24,QUEENS,11,0,0
2024-03-24,STATEN ISLAND,2,0,0
2024-03-25,BRONX,3,0,0
2024-03-25,BROOKLYN,15,0,0
2024-03-25,MANHATTAN,18,0,0
2024-03-25,QUEENS,11,0,0
2024-03-25,STATEN ISLAND,2,0,0
2024-03-26,BRONX,2,0,0
2024-03-26,BROOKLYN,10,0,0
